"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","SEIFA_IRSD","Service_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"14A.65","2023","Workforce sustainability","<30 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","<30 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","12.6","30.9","12.7","24.6","17.0","0","..","0","16.3"
"14A.65","2023","Workforce sustainability","<30 years old","All people","All people","All areas","","","","Enrolled nurses","<30 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","21.5","21.0","21.6","27.3","22.5","15.6","38.0","9.7","21.8"
"14A.65","2023","Workforce sustainability","30-39 years old","All people","All people","Major cities","","","","Enrolled nurses","30-39 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","17.0","21.2","20.2","21.1","33.0","..","30.7","..","22.9"
"14A.65","2023","Workforce sustainability","30-39 years old","All people","All people","Inner regional","","","","Enrolled nurses","30-39 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","14.0","18.4","15.8","10.7","18.0","24.1","..","..","17.5"
"14A.65","2023","Workforce sustainability","30-39 years old","All people","All people","Outer regional","","","","Enrolled nurses","30-39 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","12.9","17.9","16.7","9.9","22.4","10.3","..","31.4","16.8"
"14A.65","2023","Workforce sustainability","30-39 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","30-39 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","9.5","19.5","18.3","9.8","15.8","16.2","..","19.4","14.3"
"14A.65","2023","Workforce sustainability","30-39 years old","All people","All people","All areas","","","","Enrolled nurses","30-39 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","15.0","19.9","18.7","17.9","28.7","19.0","30.7","28.4","20.4"
"14A.65","2023","Workforce sustainability","40-49 years old","All people","All people","Major cities","","","","Enrolled nurses","40-49 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","14.3","18.7","19.7","16.4","16.9","..","12.8","..","17.8"
"14A.65","2023","Workforce sustainability","40-49 years old","All people","All people","Inner regional","","","","Enrolled nurses","40-49 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","18.9","15.9","15.6","22.0","16.5","14.6","..","..","16.5"
"14A.65","2023","Workforce sustainability","40-49 years old","All people","All people","Outer regional","","","","Enrolled nurses","40-49 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","17.4","14.3","20.9","14.1","10.4","16.8","..","16.1","15.4"
"14A.65","2023","Workforce sustainability","40-49 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","40-49 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","26.1","16.3","14.2","15.4","11.7","15.3","..","0","14.8"
"14A.65","2023","Workforce sustainability","40-49 years old","All people","All people","All areas","","","","Enrolled nurses","40-49 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","16.8","17.3","18.8","16.6","15.5","15.3","12.8","12.1","17.0"
"14A.65","2023","Workforce sustainability","50-59 years old","All people","All people","Major cities","","","","Enrolled nurses","50-59 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","21.3","20.2","20.3","18.9","14.7","..","7.8","..","19.0"
"14A.65","2023","Workforce sustainability","50-59 years old","All people","All people","Inner regional","","","","Enrolled nurses","50-59 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","28.2","24.7","28.8","23.5","26.0","26.8","..","..","26.1"
"14A.65","2023","Workforce sustainability","50-59 years old","All people","All people","Outer regional","","","","Enrolled nurses","50-59 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","28.1","27.2","24.8","26.7","21.8","41.1","..","17.6","26.8"
"14A.65","2023","Workforce sustainability","50-59 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","50-59 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","25.8","20.3","25.9","27.4","32.8","41.2","..","70.8","30.4"
"14A.65","2023","Workforce sustainability","50-59 years old","All people","All people","All areas","","","","Enrolled nurses","50-59 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","25.1","22.5","22.9","20.9","18.0","32.3","7.8","30.9","22.3"
"14A.65","2023","Workforce sustainability","60+ years old","All people","All people","Major cities","","","","Enrolled nurses","60+ years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","18.2","16.3","14.1","13.0","11.4","..","10.7","..","14.8"
"14A.65","2023","Workforce sustainability","60+ years old","All people","All people","Inner regional","","","","Enrolled nurses","60+ years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","21.6","22.7","23.4","35.3","24.8","15.6","..","..","22.5"
"14A.65","2023","Workforce sustainability","60+ years old","All people","All people","Outer regional","","","","Enrolled nurses","60+ years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","28.6","24.7","24.8","25.7","22.5","20.6","..","21.9","24.7"
"14A.65","2023","Workforce sustainability","60+ years old","All people","All people","Remote and very remote","","","","Enrolled nurses","60+ years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","26.0","13.0","28.8","22.8","22.7","27.3","..","9.8","24.2"
"14A.65","2023","Workforce sustainability","60+ years old","All people","All people","All areas","","","","Enrolled nurses","60+ years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","21.5","19.3","17.9","17.3","15.4","17.8","10.7","18.9","18.5"
"14A.65","2022","Workforce sustainability","All ages","All people","All people","Major cities","","","","Enrolled nurses","All ages","Major cities","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","853.0","3356.2","1614.2","700.2","1353.6","..","100.5","..","7977.6"
"14A.65","2022","Workforce sustainability","All ages","All people","All people","Inner regional","","","","Enrolled nurses","All ages","Inner regional","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","726.8","2095.0","513.2","111.0","233.8","281.7","..","..","3961.5"
"14A.65","2022","Workforce sustainability","All ages","All people","All people","Outer regional","","","","Enrolled nurses","All ages","Outer regional","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","387.3","587.0","332.9","119.7","356.8","154.5","..","36.3","1974.5"
"14A.65","2022","Workforce sustainability","All ages","All people","All people","Remote and very remote","","","","Enrolled nurses","All ages","Remote and very remote","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","35.6","13.6","75.5","54.8","90.7","18.7","..","12.0","303.5"
"14A.65","2022","Workforce sustainability","All ages","All people","All people","All areas","","","","Enrolled nurses","All ages","All areas","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","2002.6","6051.8","2535.7","985.8","2034.8","455.0","100.5","48.3","14219.2"
"14A.65","2022","Workforce sustainability","<30 years old","All people","All people","Major cities","","","","Enrolled nurses","<30 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","32.0","21.4","26.0","27.0","20.9","..","45.9","..","24.2"
"14A.65","2022","Workforce sustainability","<30 years old","All people","All people","Inner regional","","","","Enrolled nurses","<30 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","19.0","16.5","13.3","20.0","13.8","13.9","..","..","16.3"
"14A.65","2022","Workforce sustainability","<30 years old","All people","All people","Outer regional","","","","Enrolled nurses","<30 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","14.4","13.4","13.5","20.4","17.8","7.0","..","32.5","14.7"
"14A.65","2022","Workforce sustainability","<30 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","<30 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","6.2","27.8","9.1","16.7","4.8","6.2","..","7.7","9.4"
"14A.65","2022","Workforce sustainability","<30 years old","All people","All people","All areas","","","","Enrolled nurses","<30 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","23.4","18.9","21.3","24.8","18.9","11.3","45.9","26.4","20.3"
"14A.65","2022","Workforce sustainability","30-39 years old","All people","All people","Major cities","","","","Enrolled nurses","30-39 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","12.6","20.7","19.6","24.4","27.6","..","21.9","..","21.1"
"14A.65","2022","Workforce sustainability","30-39 years old","All people","All people","Inner regional","","","","Enrolled nurses","30-39 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","14.7","17.6","17.7","7.6","13.7","20.4","..","..","16.8"
"14A.65","2022","Workforce sustainability","30-39 years old","All people","All people","Outer regional","","","","Enrolled nurses","30-39 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","14.2","16.6","16.1","17.3","15.9","12.7","..","19.9","15.7"
"14A.65","2022","Workforce sustainability","30-39 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","30-39 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","19.5","25.5","15.2","7.7","13.9","25.9","..","17.6","15.6"
"14A.65","2022","Workforce sustainability","30-39 years old","All people","All people","All areas","","","","Enrolled nurses","30-39 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","13.8","19.2","18.7","20.7","23.3","18.0","21.9","19.3","19.0"
"14A.65","2022","Workforce sustainability","40-49 years old","All people","All people","Major cities","","","","Enrolled nurses","40-49 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","17.0","19.8","18.3","16.4","18.6","..","13.1","..","18.6"
"14A.65","2022","Workforce sustainability","40-49 years old","All people","All people","Inner regional","","","","Enrolled nurses","40-49 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","17.4","16.1","15.9","19.9","15.2","15.5","..","..","16.4"
"14A.65","2022","Workforce sustainability","40-49 years old","All people","All people","Outer regional","","","","Enrolled nurses","40-49 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","17.5","14.6","23.0","11.9","12.5","20.4","..","13.0","16.5"
"14A.65","2022","Workforce sustainability","40-49 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","40-49 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","15.8","12.3","14.3","21.1","13.9","22.9","..","0","15.4"
"14A.65","2022","Workforce sustainability","40-49 years old","All people","All people","All areas","","","","Enrolled nurses","40-49 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","17.3","18.0","18.3","16.5","16.9","17.5","13.1","9.8","17.6"
"14A.65","2022","Workforce sustainability","50-59 years old","All people","All people","Major cities","","","","Enrolled nurses","50-59 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","21.4","21.5","21.2","18.6","19.5","..","7.3","..","20.6"
"14A.65","2022","Workforce sustainability","50-59 years old","All people","All people","Inner regional","","","","Enrolled nurses","50-59 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","26.3","26.6","29.1","23.8","34.0","32.9","..","..","27.7"
"14A.65","2022","Workforce sustainability","50-59 years old","All people","All people","Outer regional","","","","Enrolled nurses","50-59 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","27.6","28.6","28.1","24.1","29.3","39.8","..","22.0","28.9"
"14A.65","2022","Workforce sustainability","50-59 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","50-59 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","24.4","19.7","32.7","21.2","43.3","33.8","..","50.1","33.0"
"14A.65","2022","Workforce sustainability","50-59 years old","All people","All people","All areas","","","","Enrolled nurses","50-59 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","24.4","23.9","24.0","20.0","23.9","35.3","7.3","29.0","24.0"
"14A.65","2022","Workforce sustainability","60+ years old","All people","All people","Major cities","","","","Enrolled nurses","60+ years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","17.0","16.7","14.9","13.7","13.3","..","11.7","..","15.5"
"14A.65","2022","Workforce sustainability","60+ years old","All people","All people","Inner regional","","","","Enrolled nurses","60+ years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","22.6","23.2","23.9","28.7","23.3","17.2","..","..","22.9"
"14A.65","2022","Workforce sustainability","60+ years old","All people","All people","Outer regional","","","","Enrolled nurses","60+ years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","26.3","26.9","19.3","26.4","24.5","20.0","..","12.6","24.2"
"14A.65","2022","Workforce sustainability","60+ years old","All people","All people","Remote and very remote","","","","Enrolled nurses","60+ years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","34.0","14.5","28.7","33.3","24.2","11.3","..","24.6","26.7"
"14A.65","2022","Workforce sustainability","60+ years old","All people","All people","All areas","","","","Enrolled nurses","60+ years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","21.1","19.9","17.7","18.0","16.9","17.9","11.7","15.6","19.0"
"14A.65","2021","Workforce sustainability","All ages","All people","All people","Major cities","","","","Enrolled nurses","All ages","Major cities","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","810.7","3560.6","1488.9","707.3","1335.1","..","99.0","..","8001.5"
"14A.65","2021","Workforce sustainability","All ages","All people","All people","Inner regional","","","","Enrolled nurses","All ages","Inner regional","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","671.0","2221.6","556.0","107.5","295.3","336.1","..","..","4187.5"
"14A.65","2021","Workforce sustainability","All ages","All people","All people","Outer regional","","","","Enrolled nurses","All ages","Outer regional","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","401.3","624.6","364.1","124.2","309.6","135.6","..","25.8","1985.2"
"14A.65","2021","Workforce sustainability","All ages","All people","All people","Remote and very remote","","","","Enrolled nurses","All ages","Remote and very remote","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","40.7","7.2","75.5","61.7","82.9","8.6","..","12.7","290.3"
"14A.65","2021","Workforce sustainability","All ages","All people","All people","All areas","","","","Enrolled nurses","All ages","All areas","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","1923.7","6414.0","2484.4","1000.7","2022.9","480.3","99.0","38.6","14472.7"
"14A.65","2021","Workforce sustainability","<30 years old","All people","All people","Major cities","","","","Enrolled nurses","<30 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","27.4","21.6","25.5","28.3","19.4","..","45.0","..","23.4"
"14A.65","2021","Workforce sustainability","<30 years old","All people","All people","Inner regional","","","","Enrolled nurses","<30 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","14.0","17.6","14.3","17.2","15.0","13.2","..","..","16.0"
"14A.65","2021","Workforce sustainability","<30 years old","All people","All people","Outer regional","","","","Enrolled nurses","<30 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","15.2","13.0","14.0","29.7","14.7","10.1","..","39.4","15.1"
"14A.65","2021","Workforce sustainability","<30 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","<30 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","8.5","29.5","15.3","13.3","7.9","12.2","..","4.2","11.5"
"14A.65","2021","Workforce sustainability","<30 years old","All people","All people","All areas","","","","Enrolled nurses","<30 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","19.8","19.4","21.0","26.4","17.6","12.3","45.0","27.8","19.9"
"14A.65","2021","Workforce sustainability","30-39 years old","All people","All people","Major cities","","","","Enrolled nurses","30-39 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","14.5","20.4","18.0","17.7","25.8","..","19.0","..","20.0"
"14A.65","2021","Workforce sustainability","30-39 years old","All people","All people","Inner regional","","","","Enrolled nurses","30-39 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","14.3","16.2","15.3","11.9","16.5","18.6","..","..","15.9"
"14A.65","2021","Workforce sustainability","30-39 years old","All people","All people","Outer regional","","","","Enrolled nurses","30-39 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","12.7","18.0","16.3","7.9","14.3","12.5","..","25.3","15.1"
"14A.65","2021","Workforce sustainability","30-39 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","30-39 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","15.0","7.4","11.0","10.6","12.1","13.5","..","32.9","12.7"
"14A.65","2021","Workforce sustainability","30-39 years old","All people","All people","All areas","","","","Enrolled nurses","30-39 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","14.1","18.7","16.9","15.5","22.1","16.8","19.0","27.8","18.0"
"14A.65","2021","Workforce sustainability","40-49 years old","All people","All people","Major cities","","","","Enrolled nurses","40-49 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","16.7","19.9","20.3","18.4","19.7","..","13.6","..","19.4"
"14A.65","2021","Workforce sustainability","40-49 years old","All people","All people","Inner regional","","","","Enrolled nurses","40-49 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","16.8","16.1","16.2","23.1","17.2","20.2","..","..","16.8"
"14A.65","2021","Workforce sustainability","40-49 years old","All people","All people","Outer regional","","","","Enrolled nurses","40-49 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","13.8","14.3","22.2","15.2","14.5","20.5","..","10.7","16.1"
"14A.65","2021","Workforce sustainability","40-49 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","40-49 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","12.8","26.4","10.5","17.8","24.9","0","..","17.0","16.8"
"14A.65","2021","Workforce sustainability","40-49 years old","All people","All people","All areas","","","","Enrolled nurses","40-49 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","16.0","18.0","19.3","18.5","18.7","20.0","13.6","12.8","18.1"
"14A.65","2021","Workforce sustainability","50-59 years old","All people","All people","Major cities","","","","Enrolled nurses","50-59 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","22.8","22.1","21.6","20.2","20.7","..","9.8","..","21.5"
"14A.65","2021","Workforce sustainability","50-59 years old","All people","All people","Inner regional","","","","Enrolled nurses","50-59 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","31.6","28.9","32.1","20.2","29.3","31.5","..","..","29.7"
"14A.65","2021","Workforce sustainability","50-59 years old","All people","All people","Outer regional","","","","Enrolled nurses","50-59 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","28.2","29.2","24.7","22.2","32.5","37.5","..","13.2","28.6"
"14A.65","2021","Workforce sustainability","50-59 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","50-59 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","26.1","0","30.5","27.9","33.4","41.2","..","26.1","29.8"
"14A.65","2021","Workforce sustainability","50-59 years old","All people","All people","All areas","","","","Enrolled nurses","50-59 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","27.1","25.1","24.7","20.9","24.3","33.4","9.8","17.5","25.0"
"14A.65","2021","Workforce sustainability","60+ years old","All people","All people","Major cities","","","","Enrolled nurses","60+ years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","18.6","15.9","14.7","15.4","14.5","..","12.5","..","15.6"
"14A.65","2021","Workforce sustainability","60+ years old","All people","All people","Inner regional","","","","Enrolled nurses","60+ years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","23.3","21.3","22.2","27.6","22.1","16.4","..","..","21.5"
"14A.65","2021","Workforce sustainability","60+ years old","All people","All people","Outer regional","","","","Enrolled nurses","60+ years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","30.1","25.5","22.9","24.9","24.0","19.3","..","11.4","25.1"
"14A.65","2021","Workforce sustainability","60+ years old","All people","All people","Remote and very remote","","","","Enrolled nurses","60+ years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","37.6","36.7","32.7","30.4","21.7","33.0","..","19.9","29.2"
"14A.65","2021","Workforce sustainability","60+ years old","All people","All people","All areas","","","","Enrolled nurses","60+ years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","23.0","18.7","18.1","18.8","17.3","17.5","12.5","14.2","18.9"
"14A.65","2020","Workforce sustainability","All ages","All people","All people","Major cities","","","","Enrolled nurses","All ages","Major cities","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","760.0","3436.0","1463.2","655.4","1232.4","..","81.0","..","7628.1"
"14A.65","2020","Workforce sustainability","All ages","All people","All people","Inner regional","","","","Enrolled nurses","All ages","Inner regional","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","674.2","2221.6","551.7","114.7","278.2","317.5","..","..","4157.8"
"14A.65","2020","Workforce sustainability","All ages","All people","All people","Outer regional","","","","Enrolled nurses","All ages","Outer regional","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","388.4","616.9","360.9","146.3","292.0","122.1","..","23.8","1950.4"
"14A.65","2020","Workforce sustainability","All ages","All people","All people","Remote and very remote","","","","Enrolled nurses","All ages","Remote and very remote","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","42.7","8.3","61.4","44.6","96.4","10.8","..","18.1","283.4"
"14A.65","2020","Workforce sustainability","All ages","All people","All people","All areas","","","","Enrolled nurses","All ages","All areas","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","1865.3","6282.8","2437.1","961.0","1899.0","450.5","81.0","41.9","14022.2"
"14A.65","2020","Workforce sustainability","<30 years old","All people","All people","Major cities","","","","Enrolled nurses","<30 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","18.1","18.1","22.1","21.3","15.1","..","21.0","..","18.7"
"14A.65","2020","Workforce sustainability","<30 years old","All people","All people","Inner regional","","","","Enrolled nurses","<30 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","15.3","15.7","14.9","14.1","13.4","13.6","..","..","15.2"
"14A.65","2020","Workforce sustainability","<30 years old","All people","All people","Outer regional","","","","Enrolled nurses","<30 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","12.1","10.1","13.2","23.6","14.3","2.4","..","31.9","12.5"
"14A.65","2020","Workforce sustainability","<30 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","<30 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","8.4","20.2","11.5","14.7","10.1","7.8","..","0","10.4"
