"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","SEIFA_IRSD","Service_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"14A.6","2018-19","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Short Term Restorative Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Short Term Restorative Care Programme","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","5.8","10.0","8.1","4.8","1.4","0.6","0.8","0.8","32.2"
"14A.6","2018-19","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential and Flexible Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Other flexible and residential aged care","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","0.9","0.2","0","0.2","0","0","0","0","5.5"
"14A.6","2018-19","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Transition Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","State and territory governments","","Transition Care Programme","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","36.8","50.2","20.3","15.8","9.7","6.0","2.6","0.5","141.9"
"14A.6","2018-19","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","","2024-25 dollars","Real recurrent expenditure","Workforce and Quality","","Total","","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","55.0","21.8","15.5","4.9","9.9","1.7","28.4","6.1","176.8"
"14A.6","2018-19","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","","2024-25 dollars","Real recurrent expenditure","Ageing and Service Improvement","","Total","","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","na","na","na","na","na","na","na","na","na"
"14A.6","2018-19","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","","2024-25 dollars","Real recurrent expenditure","Aged Care Quality and Safety Commission","","Total","","","","","","Derived from Aged Care Quality and Safety Commission (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","..","..","..","..","..","..","..","..","52.1"
"14A.6","2018-19","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","All Aged Care services","2024-25 dollars","Real recurrent expenditure","All Aged Care Services","","Total","","","","","","Derived from State and territory governments (unpublished); Australian Government Department of Veterans' Affairs (unpublished); Aged Care Quality and Safety Commission (unpublished); Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","7521.0","6347.3","4731.0","2204.0","2147.3","587.8","353.5","141.4","24328.6"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Aged Care Assessment","2024-25 dollars","Real recurrent expenditure","Assessment and Information Services","","Australian Government (Department of Health)","Aged Care Assessment Program","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","52.9","38.1","27.5","15.8","14.1","4.1","1.7","2.1","156.2"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Assessment and Information services","2024-25 dollars","Real recurrent expenditure","Assessment and Information Services","","Australian Government (Department of Health)","Other access and information services","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","5.8","7.8","3.7","1.8","1.9","0.2","5.8","0.2","98.4"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Care","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Health)","Home Care","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","844.8","633.3","493.9","313.6","203.0","68.5","58.7","35.5","2765.7"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Support","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Health)","Home Support","Commonwealth Home Support Programme","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","706.6","864.7","758.4","47.7","251.4","108.7","38.3","21.9","2818.3"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Support","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Health)","Home Support","Home and Community Care Program","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","..","..","..","240.6","..","..","..","..","240.6"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Care","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","State and territory government","Home Care","Funding for younger people with disability","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","1.7","9.1","10.0","..","1.2","1.0","..","0.9","24.0"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Support","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","State and territory government","Home Support","Home and Community Care Program - Victoria and WA","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","..","..","..","152.2","..","..","..","..","152.2"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Department of Veterans Affairs Community Nursing","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Veterans Affairs [DVA])","DVA Community Nursing","","","","","Derived from Australian Government Department of Veterans' Affairs (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","78.3","18.8","31.4","13.5","8.8","6.5","3.1","0.1","160.4"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Veterans' Home Care","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Veterans Affairs [DVA])","Veterans' Home Care (VHC)","","","","","Derived from Australian Government Department of Veterans' Affairs (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","37.7","24.8","28.4","11.4","10.4","4.3","2.6","0.2","119.8"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Residential care","Australian Government (Department of Health)","","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","4600.4","3703.4","2552.0","1179.3","1285.0","328.5","156.6","45.7","13850.9"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Residential care","Australian Government (Department of Veterans Affairs [DVA])","including payroll tax supplement","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","404.4","306.0","255.7","92.0","106.2","35.8","14.7","1.3","1216.0"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Residential care","State and territory government","","Funding for younger people with disability","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","33.3","80.1","76.9","..","33.2","9.9","..","0.1","233.6"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Residential care","State and territory government","","Supplements","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","2.0","125.2","75.8","0.6","1.6","9.1","..","..","214.3"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Flexible Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Multi-purpose Service Program","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","75.3","18.6","32.4","36.6","39.8","5.3","0","0.4","208.4"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Flexible Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","National Aboriginal and Torres Strait Islander Flexible Aged Care Program","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","1.0","7.8","13.9","1.7","8.5","0.9","0","11.3","45.1"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Transition Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Transition Care Programme","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","112.0","86.0","55.4","33.1","28.3","9.2","4.1","2.1","330.3"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Short Term Restorative Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Short Term Restorative Care Programme","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","4.0","6.2","5.1","1.9","1.3","0.2","0.5","0.5","20.6"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential and Flexible Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Other flexible and residential aged care","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","0.7","0.2","0","0.4","0.4","0.1","0","0","5.7"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Transition Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","State and territory governments","","Transition Care Programme","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","36.7","50.5","19.1","15.7","9.6","6.4","2.4","0.5","140.9"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","","2024-25 dollars","Real recurrent expenditure","Workforce and Quality","","Total","","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","52.5","11.5","5.6","1.5","3.0","0.8","19.7","6.1","145.6"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","","2024-25 dollars","Real recurrent expenditure","Ageing and Service Improvement","","Total","","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","na","na","na","na","na","na","na","na","na"
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","","2024-25 dollars","Real recurrent expenditure","Aged Care Quality and Safety Commission","","Total","","","","","","Derived from Aged Care Quality and Safety Commission (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","..","..","..","..","..","..","..","..",".."
"14A.6","2017-18","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","All Aged Care services","2024-25 dollars","Real recurrent expenditure","All Aged Care Services","","Total","","","","","","Derived from State and territory governments (unpublished); Australian Government Department of Veterans' Affairs (unpublished); Aged Care Quality and Safety Commission (unpublished); Australian Government Department of Health Disability and Ageing Aged Care data Snapshot; ABS Australian National Accounts: National Income Expenditure and Product","$m","7049.9","5991.9","4445.2","2159.3","2007.6","599.7","308.1","129.2","22946.9"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Aged Care Assessment","2024-25 dollars","Real recurrent expenditure","Assessment and Information Services","","Australian Government (Department of Health)","Aged Care Assessment Program","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","51.6","37.1","26.8","15.4","13.7","4.0","1.7","2.0","152.4"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Assessment and Information services","2024-25 dollars","Real recurrent expenditure","Assessment and Information Services","","Australian Government (Department of Health)","Other access and information services","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","46.8","1.9","1.2","0.4","1.3","0.3","0.2","0.5","90.5"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Care","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Health)","Home Care","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","672.7","529.0","384.4","251.6","160.7","53.6","42.1","24.7","2121.5"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Support","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Health)","Home Support","Commonwealth Home Support Programme","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","884.4","782.0","647.3","45.6","252.2","67.8","32.9","26.6","2765.1"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Support","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Health)","Home Support","Home and Community Care Program","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","..","..","..","235.5","..","..","..","..","235.5"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Care","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","State and territory government","Home Care","Funding for younger people with disability","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","6.8","12.9","12.2","..","1.8","1.4","..","1.1","36.1"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Support","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","State and territory government","Home Support","Home and Community Care Program - Victoria and WA","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","..","..","..","152.5","..","..","..","..","152.5"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Department of Veterans Affairs Community Nursing","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Veterans Affairs [DVA])","DVA Community Nursing","","","","","Derived from Australian Government Department of Veterans' Affairs (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","79.7","23.0","32.0","12.4","9.7","6.8","3.4","0.1","167.2"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Veterans' Home Care","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Veterans Affairs [DVA])","Veterans' Home Care (VHC)","","","","","Derived from Australian Government Department of Veterans' Affairs (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","40.0","26.1","26.5","11.1","10.0","4.7","2.5","0.2","119.4"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Residential care","Australian Government (Department of Health)","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","4535.4","3602.4","2458.4","1145.8","1277.8","322.7","151.8","47.5","13541.8"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Residential care","Australian Government (Department of Veterans Affairs [DVA])","including payroll tax supplement","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","467.7","338.5","284.9","102.9","121.5","41.9","16.4","1.5","1375.3"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Residential care","State and territory government","","Funding for younger people with disability","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","130.6","114.3","93.1","..","43.6","13.0","..","0.8","395.4"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Residential care","State and territory government","","Supplements","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","1.9","128.6","58.6","0.6","1.5","15.4","..","..","206.6"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Flexible Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Multi-purpose Service Program","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","71.3","18.3","30.8","36.3","37.5","5.3","0","0.4","199.8"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Flexible Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","National Aboriginal and Torres Strait Islander Flexible Aged Care Program","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","1.4","7.0","6.0","2.5","7.7","0.7","0","21.1","46.6"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Transition Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Transition Care Programme","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","111.8","83.8","58.4","26.0","29.1","6.6","4.6","2.2","323.3"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Short Term Restorative Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Short Term Restorative Care Programme","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","..","..","..","..","..","..","..","..",".."
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential and Flexible Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Other flexible and residential aged care","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","1.4","0.1","0","0.3","0.5","0.1","0","0","32.9"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Transition Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","State and territory governments","","Transition Care Programme","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","36.1","50.4","18.3","14.7","9.5","6.0","2.7","0.5","138.2"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","","2024-25 dollars","Real recurrent expenditure","Workforce and Quality","","Total","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","55.0","11.8","16.1","3.8","8.3","1.2","19.8","3.7","152.9"
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","","2024-25 dollars","Real recurrent expenditure","Ageing and Service Improvement","","Total","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","..","..","..","..","..","..","..","..",".."
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","","2024-25 dollars","Real recurrent expenditure","Aged Care Quality and Safety Commission","","Total","","","","","","Derived from Aged Care Quality and Safety Commission (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","..","..","..","..","..","..","..","..",".."
"14A.6","2016-17","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","All Aged Care services","2024-25 dollars","Real recurrent expenditure","All Aged Care Services","","Total","","","","","","Derived from State and territory governments (unpublished); Australian Government Department of Health Disability and Ageing (unpublished); Australian Government Department of Veterans' Affairs (unpublished); Aged Care Quality and Safety Commission (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","7194.5","5767.2","4155.1","2057.3","1986.1","551.5","278.2","132.9","22252.8"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Aged Care Assessment","2024-25 dollars","Real recurrent expenditure","Assessment and Information Services","","Australian Government (Department of Health)","Aged Care Assessment Program","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","48.7","35.3","25.5","14.6","13.0","3.8","1.6","1.9","144.5"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Assessment and Information services","2024-25 dollars","Real recurrent expenditure","Assessment and Information Services","","Australian Government (Department of Health)","Other access and information services","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","na","na","na","na","na","na","na","na","19.6"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Care","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Health)","Home Care","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","571.7","460.2","358.0","236.5","135.2","47.3","43.5","27.0","1879.4"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Support","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Health)","Home Support","Commonwealth Home Support Programme","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","841.6","94.0","626.9","45.4","250.7","71.7","65.8","24.6","2021.3"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Support","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Health)","Home Support","Home and Community Care Program","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","..","539.3","..","230.6","..","..","..","..","769.9"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Care","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","State and territory government","Home Care","Funding for younger people with disability","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","9.6","..","12.8","..","1.8","1.3","..","1.3","26.8"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Home Support","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","State and territory government","Home Support","Home and Community Care Program - Victoria and WA","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","..","349.4","..","149.4","..","..","..","..","498.8"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Department of Veterans Affairs Community Nursing","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Veterans Affairs [DVA])","DVA Community Nursing","","","","","Derived from Australian Government Department of Veterans' Affairs (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","80.4","26.0","30.9","10.1","9.3","7.5","4.1","0.1","168.4"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Veterans' Home Care","2024-25 dollars","Real recurrent expenditure","Home Care and Support Services","","Australian Government (Department of Veterans Affairs [DVA])","Veterans' Home Care (VHC)","","","","","Derived from Australian Government Department of Veterans' Affairs (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","38.7","26.4","26.7","11.2","10.0","4.7","2.5","0.2","120.4"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Residential care","Australian Government (Department of Health)","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","4344.0","3404.5","2306.8","1117.9","1240.8","306.4","142.5","44.1","12907.4"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Residential care","Australian Government (Department of Veterans Affairs [DVA])","including payroll tax supplement","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","506.5","358.4","300.2","111.1","130.1","45.8","16.8","1.0","1469.8"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Residential care","State and territory government","","Funding for younger people with disability","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","187.0","..","98.5","..","42.5","12.6","..","0.9","341.5"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Residential Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Residential care","State and territory government","","Supplements","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","1.8","128.6","71.4","0.5","1.5","13.7","0","..","217.4"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Flexible Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Multi-purpose Service Program","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","64.5","17.7","29.2","35.2","34.3","5.3","0","0.4","186.6"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Flexible Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","National Aboriginal and Torres Strait Islander Flexible Aged Care Program","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","1.0","6.3","10.3","4.1","7.8","0.9","0","12.9","44.6"
"14A.6","2015-16","Government expenditure (descriptive information)","All ages","All people","All people","All areas","","Transition Care","2024-25 dollars","Real recurrent expenditure","Residential and Flexible Care Services","Flexible care","Australian Government (Department of Health)","","Transition Care Programme","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","109.2","80.7","60.6","30.9","28.8","7.1","2.8","4.2","327.5"
